episode,reward,return,sharpe,max_drawdown,num_trades
1,237.44448764676255,0.5273635167474058,1.956608896429136,0.06925044784399913,148
2,219.44547203791814,0.31080542590079546,1.3109014483645514,0.1030473177303197,153
3,275.1837659466306,0.1933072228507186,0.8435780401779863,0.25116751480258453,160
